T;alpha
4.6875;0.046153846
11.71875;0.076923077
18.75;0.123076923
23.4375;0.192307692
26.953125;0.261538462
29.296875;0.323076923
31.640625;0.676923077
32.8125;0.923076923
36.9140625;0.938461538
39.84375;0.961538462
46.2890625;0.969230769
51.5625;0.969230769
56.25;0.976923077
62.109375;0.984615385
65.625;1
